qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
7013.0,963,20,6,5.0,5,1:34.557,1:33.972,1:33.584
7014.0,963,8,6,7.0,6,1:34.556,1:33.903,1:33.632
7015.0,963,815,10,11.0,7,1:35.068,1:34.538,1:34.319
7016.0,963,807,10,27.0,8,1:34.827,1:34.441,1:34.489
7017.0,963,18,1,22.0,9,1:35.267,1:34.431,1:34.518
7018.0,963,13,3,19.0,10,1:35.267,1:34.422,1:34.671
7019.0,963,822,3,77.0,11,1:35.166,1:34.577,\N
7020.0,963,154,210,8.0,12,1:35.400,1:35.001,\N
7021.0,963,821,210,21.0,13,1:35.658,1:35.097,\N
7022.0,963,825,4,20.0,14,1:35.593,1:35.277,\N
7023.0,963,826,5,26.0,15,1:35.695,1:35.369,\N
7024.0,963,832,5,55.0,16,1:35.605,1:35.374,\N
7025.0,963,828,15,9.0,17,1:35.816,\N,\N
7026.0,963,831,15,12.0,18,1:35.949,\N,\N
7027.0,963,835,4,30.0,19,1:35.999,\N,\N
7028.0,963,839,209,31.0,20,1:36.451,\N,\N
7029.0,963,836,209,94.0,21,1:36.587,\N,\N
7030.0,963,4,1,14.0,22,1:37.155,\N,\N
7031.0,964,3,131,6.0,1,1:31.858,1:30.714,1:30.647
7032.0,964,1,131,44.0,2,1:32.218,1:31.129,1:30.660
7033.0,964,8,6,7.0,3,1:31.674,1:31.406,1:30.949
7034.0,964,20,6,5.0,4,1:31.659,1:31.227,1:31.028
7035.0,964,830,9,33.0,5,1:32.487,1:31.489,1:31.178
7036.0,964,817,9,3.0,6,1:32.538,1:31.719,1:31.240
7037.0,964,815,10,11.0,7,1:32.682,1:32.237,1:31.961
7038.0,964,154,210,8.0,8,1:32.458,1:32.176,1:31.961
7039.0,964,807,10,27.0,9,1:32.448,1:32.200,1:32.142
7040.0,964,821,210,21.0,10,1:32.620,1:32.155,1:32.547
7041.0,964,822,3,77.0,11,1:32.383,1:32.315,\N
7042.0,964,13,3,19.0,12,1:32.562,1:32.380,\N
7043.0,964,826,5,26.0,13,1:32.645,1:32.623,\N
7044.0,964,832,5,55.0,14,1:32.789,1:32.685,\N
7045.0,964,4,1,14.0,15,1:32.819,1:32.689,\N
7046.0,964,835,4,30.0,16,1:32.796,1:32.807,\N
7047.0,964,18,1,22.0,17,1:32.851,\N,\N
7048.0,964,825,4,20.0,18,1:33.023,\N,\N
7049.0,964,828,15,9.0,19,1:33.222,\N,\N
7050.0,964,831,15,12.0,20,1:33.332,\N,\N
7051.0,964,839,209,31.0,21,1:33.353,\N,\N
7052.0,964,836,209,94.0,22,1:33.561,\N,\N
7053.0,965,1,131,44.0,1,1:36.296,1:36.450,1:34.999
7054.0,965,3,131,6.0,2,1:36.397,1:36.351,1:35.215
7055.0,965,817,9,3.0,3,1:36.759,1:36.255,1:35.509
7056.0,965,830,9,33.0,4,1:36.613,1:36.857,1:35.747
7057.0,965,8,6,7.0,5,1:36.985,1:36.584,1:36.131
7058.0,965,20,6,5.0,6,1:37.151,1:36.462,1:36.358
7059.0,965,807,10,27.0,7,1:36.950,1:36.626,1:36.628
7060.0,965,822,3,77.0,8,1:37.456,1:37.202,1:37.116
7061.0,965,13,3,19.0,9,1:37.402,1:37.214,1:37.269
7062.0,965,832,5,55.0,10,1:37.744,1:37.175,1:37.326
7063.0,965,815,10,11.0,11,1:37.345,1:37.353,\N
7064.0,965,4,1,14.0,12,1:37.913,1:37.417,\N
7065.0,965,826,5,26.0,13,1:37.844,1:37.480,\N
7066.0,965,821,210,21.0,14,1:38.053,1:37.773,\N
7067.0,965,835,4,30.0,15,1:38.084,1:37.935,\N
7068.0,965,828,15,9.0,16,1:38.040,1:39.356,\N
7069.0,965,154,210,8.0,17,1:38.308,\N,\N
7070.0,965,825,4,20.0,18,1:38.317,\N,\N
7071.0,965,18,1,22.0,19,1:38.327,\N,\N
7072.0,965,836,209,94.0,20,1:38.548,\N,\N
7073.0,965,831,15,12.0,21,1:38.583,\N,\N
7074.0,965,839,209,31.0,22,1:38.806,\N,\N
7075.0,966,1,131,44.0,1,1:19.447,1:19.137,1:18.704
7076.0,966,3,131,6.0,2,1:19.996,1:19.761,1:18.958
7077.0,966,830,9,33.0,3,1:19.874,1:18.972,1:19.054
7078.0,966,817,9,3.0,4,1:19.713,1:19.553,1:19.133
7079.0,966,807,10,27.0,5,1:20.599,1:19.769,1:19.330
7080.0,966,8,6,7.0,6,1:19.554,1:19.936,1:19.376
7081.0,966,20,6,5.0,7,1:19.865,1:19.385,1:19.381
7082.0,966,822,3,77.0,8,1:20.338,1:19.958,1:19.551
7083.0,966,13,3,19.0,9,1:20.423,1:20.151,1:20.032
7084.0,966,832,5,55.0,10,1:20.457,1:20.169,1:20.378
7085.0,966,4,1,14.0,11,1:20.552,1:20.282,\N
7086.0,966,815,10,11.0,12,1:20.308,1:20.287,\N
7087.0,966,18,1,22.0,13,1:21.333,1:20.673,\N
7088.0,966,825,4,20.0,14,1:21.254,1:21.131,\N
7089.0,966,828,15,9.0,15,1:21.062,1:21.536,\N
7090.0,966,836,209,94.0,16,1:21.363,1:21.785,\N
7091.0,966,821,210,21.0,17,1:21.401,\N,\N
7092.0,966,826,5,26.0,18,1:21.454,\N,\N
7093.0,966,831,15,12.0,19,1:21.692,\N,\N
7094.0,966,839,209,31.0,20,1:21.881,\N,\N
7095.0,966,154,210,8.0,21,1:21.916,\N,\N
7096.0,967,1,131,44.0,1,1:11.511,1:11.238,1:10.736
7097.0,967,3,131,6.0,2,1:11.815,1:11.373,1:10.838
7098.0,967,8,6,7.0,3,1:12.100,1:12.301,1:11.404
7099.0,967,830,9,33.0,4,1:11.957,1:11.834,1:11.485
7100.0,967,20,6,5.0,5,1:12.159,1:12.010,1:11.495
7101.0,967,817,9,3.0,6,1:12.409,1:12.047,1:11.540
7102.0,967,154,210,8.0,7,1:12.893,1:12.343,1:11.937
7103.0,967,807,10,27.0,8,1:12.428,1:12.360,1:12.104
7104.0,967,815,10,11.0,9,1:12.684,1:12.331,1:12.165
7105.0,967,4,1,14.0,10,1:12.700,1:12.312,1:12.266
7106.0,967,822,3,77.0,11,1:12.680,1:12.420,\N
7107.0,967,821,210,21.0,12,1:13.052,1:12.431,\N
7108.0,967,13,3,19.0,13,1:12.432,1:12.521,\N
7109.0,967,826,5,26.0,14,1:13.071,1:12.726,\N
7110.0,967,832,5,55.0,15,1:12.950,1:12.920,\N
7111.0,967,835,4,30.0,16,1:13.259,1:13.258,\N
7112.0,967,18,1,22.0,17,1:13.276,\N,\N
7113.0,967,825,4,20.0,18,1:13.410,\N,\N
7114.0,967,836,209,94.0,19,1:13.427,\N,\N
7115.0,967,839,209,31.0,20,1:13.432,\N,\N
7116.0,967,828,15,9.0,21,1:13.623,\N,\N
7117.0,967,831,15,12.0,22,1:13.681,\N,\N
7118.0,968,1,131,44.0,1,1:39.487,1:39.382,1:38.755
7119.0,968,3,131,6.0,2,1:40.511,1:39.490,1:39.058
7120.0,968,817,9,3.0,3,1:41.002,1:40.429,1:39.589
7121.0,968,8,6,7.0,4,1:40.338,1:39.629,1:39.604
7122.0,968,20,6,5.0,5,1:40.341,1:40.034,1:39.661
7123.0,968,830,9,33.0,6,1:40.424,1:39.903,1:39.818
7124.0,968,807,10,27.0,7,1:41.000,1:40.709,1:40.501
7125.0,968,815,10,11.0,8,1:40.864,1:40.743,1:40.519
7126.0,968,4,1,14.0,9,1:41.616,1:41.044,1:41.106
7127.0,968,13,3,19.0,10,1:41.157,1:40.858,1:41.213
7128.0,968,822,3,77.0,11,1:41.192,1:41.084,\N
7129.0,968,18,1,22.0,12,1:41.158,1:41.272,\N
7130.0,968,821,210,21.0,13,1:41.639,1:41.480,\N
7131.0,968,154,210,8.0,14,1:41.467,1:41.564,\N
7132.0,968,835,4,30.0,15,1:41.775,1:41.820,\N
7133.0,968,836,209,94.0,16,1:41.886,1:41.995,\N
7134.0,968,826,5,26.0,17,1:42.003,\N,\N
7135.0,968,825,4,20.0,18,1:42.142,\N,\N
7136.0,968,831,15,12.0,19,1:42.247,\N,\N
7137.0,968,839,209,31.0,20,1:42.286,\N,\N
7138.0,968,832,5,55.0,21,1:42.393,\N,\N
7139.0,968,828,15,9.0,22,1:42.637,\N,\N
7140.0,969,1,131,44.0,1,1:24.191,1:23.251,1:22.188
7141.0,969,20,6,5.0,2,1:25.210,1:23.401,1:22.456
7142.0,969,822,131,77.0,3,1:24.514,1:23.215,1:22.481
7143.0,969,8,6,7.0,4,1:24.352,1:23.376,1:23.033
7144.0,969,830,9,33.0,5,1:24.482,1:24.092,1:23.485
7145.0,969,154,210,8.0,6,1:25.419,1:24.718,1:24.074
7146.0,969,13,3,19.0,7,1:25.099,1:24.597,1:24.443
7147.0,969,832,5,55.0,8,1:25.542,1:24.997,1:24.487
7148.0,969,826,5,26.0,9,1:25.970,1:24.864,1:24.512
7149.0,969,817,9,3.0,10,1:25.383,1:23.989,\N
7150.0,969,815,10,11.0,11,1:25.064,1:25.081,\N
7151.0,969,807,4,27.0,12,1:24.975,1:25.091,\N
7152.0,969,4,1,14.0,13,1:25.872,1:25.425,\N
7153.0,969,839,10,31.0,14,1:26.009,1:25.568,\N
7154.0,969,828,15,9.0,15,1:26.236,1:26.465,\N
7155.0,969,841,15,36.0,16,1:26.419,\N,\N
7156.0,969,825,210,20.0,17,1:26.847,\N,\N
7157.0,969,838,1,2.0,18,1:26.858,\N,\N
7158.0,969,840,3,18.0,19,1:27.143,\N,\N
7159.0,969,835,4,30.0,20,1:28.244,\N,\N
7160.0,970,1,131,44.0,1,1:33.333,1:32.406,1:31.678
7161.0,970,20,6,5.0,2,1:33.078,1:32.391,1:31.864
7162.0,970,822,131,77.0,3,1:33.684,1:32.552,1:31.865
7163.0,970,8,6,7.0,4,1:33.341,1:32.181,1:32.140
7164.0,970,817,9,3.0,5,1:34.041,1:33.546,1:33.033
7165.0,970,13,3,19.0,6,1:34.205,1:33.759,1:33.507
7166.0,970,807,4,27.0,7,1:34.453,1:33.636,1:33.580
7167.0,970,815,10,11.0,8,1:34.657,1:33.920,1:33.706
7168.0,970,826,5,26.0,9,1:34.440,1:34.034,1:33.719
7169.0,970,840,3,18.0,10,1:33.986,1:34.090,1:34.220
7170.0,970,832,5,55.0,11,1:34.567,1:34.150,\N
7171.0,970,825,210,20.0,12,1:34.942,1:34.164,\N
7172.0,970,4,1,14.0,13,1:34.499,1:34.372,\N
7173.0,970,828,15,9.0,14,1:34.892,1:35.046,\N
7174.0,970,841,15,36.0,15,1:34.963,\N,\N
7175.0,970,838,1,2.0,16,1:35.023,\N,\N
7176.0,970,154,210,8.0,17,1:35.223,\N,\N
7177.0,970,835,4,30.0,18,1:35.279,\N,\N
7178.0,970,830,9,33.0,19,1:35.433,\N,\N
7179.0,970,839,10,31.0,20,1:35.496,\N,\N
7180.0,971,822,131,77.0,1,1:31.041,1:29.555,1:28.769
7181.0,971,1,131,44.0,2,1:30.814,1:29.535,1:28.792
7182.0,971,20,6,5.0,3,1:31.037,1:29.596,1:29.247
7183.0,971,817,9,3.0,4,1:31.667,1:30.497,1:29.545
7184.0,971,8,6,7.0,5,1:30.988,1:29.843,1:29.567
7185.0,971,830,9,33.0,6,1:30.904,1:30.307,1:29.687
7186.0,971,807,4,27.0,7,1:31.057,1:30.169,1:29.842
7187.0,971,13,3,19.0,8,1:31.373,1:30.677,1:30.074
7188.0,971,154,210,8.0,9,1:31.691,1:30.857,1:30.763
7189.0,971,835,4,30.0,10,1:31.458,1:30.899,1:31.074
7190.0,971,826,5,26.0,11,1:31.531,1:30.923,\N
7191.0,971,840,3,18.0,12,1:31.748,1:31.168,\N
7192.0,971,836,15,94.0,13,1:31.995,1:31.414,\N
7193.0,971,839,10,31.0,14,1:31.774,1:31.684,\N
7194.0,971,4,1,14.0,15,1:32.054,\N,\N
7195.0,971,832,5,55.0,16,1:32.118,\N,\N
7196.0,971,838,1,2.0,17,1:32.313,\N,\N
7197.0,971,815,10,11.0,18,1:32.318,\N,\N
7198.0,971,828,15,9.0,19,1:32.543,\N,\N
7199.0,971,825,210,20.0,20,1:32.900,\N,\N
7200.0,972,20,6,5.0,1,1:34.493,1:34.038,1:33.194
7201.0,972,8,6,7.0,2,1:34.953,1:33.663,1:33.253
7202.0,972,822,131,77.0,3,1:34.041,1:33.264,1:33.289
7203.0,972,1,131,44.0,4,1:34.409,1:33.760,1:33.767
7204.0,972,817,9,3.0,5,1:35.560,1:35.483,1:34.905
7205.0,972,13,3,19.0,6,1:35.828,1:35.049,1:35.110
7206.0,972,830,9,33.0,7,1:35.301,1:35.221,1:35.161
7207.0,972,807,4,27.0,8,1:35.507,1:35.328,1:35.285
7208.0,972,815,10,11.0,9,1:36.185,1:35.513,1:35.337
7209.0,972,839,10,31.0,10,1:35.372,1:35.729,1:35.430
7210.0,972,832,5,55.0,11,1:35.827,1:35.948,\N
7211.0,972,840,3,18.0,12,1:36.279,1:35.964,\N
7212.0,972,826,5,26.0,13,1:35.984,1:35.968,\N
7213.0,972,825,210,20.0,14,1:36.408,1:36.017,\N
7214.0,972,4,1,14.0,15,1:36.353,1:36.660,\N
7215.0,972,835,4,30.0,16,1:36.462,\N,\N
7216.0,972,838,1,2.0,17,1:37.070,\N,\N
7217.0,972,836,15,94.0,18,1:37.332,\N,\N
7218.0,972,828,15,9.0,19,1:37.507,\N,\N
7219.0,972,154,210,8.0,20,1:37.620,\N,\N
7220.0,973,1,131,44.0,1,1:20.511,1:20.210,1:19.149
7221.0,973,20,6,5.0,2,1:20.939,1:20.295,1:19.200
7222.0,973,822,131,77.0,3,1:20.991,1:20.300,1:19.373
7223.0,973,8,6,7.0,4,1:20.742,1:20.621,1:19.439
7224.0,973,830,9,33.0,5,1:21.430,1:20.722,1:19.706
7225.0,973,817,9,3.0,6,1:21.704,1:20.855,1:20.175
7226.0,973,4,1,14.0,7,1:22.015,1:21.251,1:21.048
7227.0,973,815,10,11.0,8,1:21.998,1:21.239,1:21.070
7228.0,973,13,3,19.0,9,1:22.138,1:21.222,1:21.232
7229.0,973,839,10,31.0,10,1:21.901,1:21.148,1:21.272
7230.0,973,825,210,20.0,11,1:21.945,1:21.329,\N
7231.0,973,832,5,55.0,12,1:21.941,1:21.371,\N
7232.0,973,807,4,27.0,13,1:22.091,1:21.397,\N
7233.0,973,154,210,8.0,14,1:21.822,1:21.517,\N
7234.0,973,836,15,94.0,15,1:22.327,1:21.803,\N
7235.0,973,828,15,9.0,16,1:22.332,\N,\N
7236.0,973,835,4,30.0,17,1:22.401,\N,\N
7237.0,973,840,3,18.0,18,1:22.411,\N,\N
7238.0,973,838,1,2.0,19,1:22.532,\N,\N
7239.0,973,826,5,26.0,20,1:22.746,\N,\N
7240.0,974,8,6,7.0,1,1:13.117,1:12.231,1:12.178
7241.0,974,20,6,5.0,2,1:13.090,1:12.449,1:12.221
7242.0,974,822,131,77.0,3,1:13.325,1:12.901,1:12.223
7243.0,974,830,9,33.0,4,1:13.078,1:12.697,1:12.496
7244.0,974,817,9,3.0,5,1:13.219,1:13.011,1:12.998
7245.0,974,832,5,55.0,6,1:13.526,1:13.397,1:13.162
7246.0,974,815,10,11.0,7,1:13.530,1:13.430,1:13.329
7247.0,974,154,210,8.0,8,1:13.786,1:13.203,1:13.349
7248.0,974,18,1,22.0,9,1:13.723,1:13.453,1:13.613
7249.0,974,838,1,2.0,10,1:13.476,1:13.249,\N
7250.0,974,826,5,26.0,11,1:13.899,1:13.516,\N
7251.0,974,807,4,27.0,12,1:13.787,1:13.628,\N
7252.0,974,825,210,20.0,13,1:13.531,1:13.959,\N
7253.0,974,1,131,44.0,14,1:13.640,1:14.106,\N
7254.0,974,13,3,19.0,15,1:13.796,1:20.529,\N
7255.0,974,839,10,31.0,16,1:14.101,\N,\N
7256.0,974,835,4,30.0,17,1:14.696,\N,\N
7257.0,974,840,3,18.0,18,1:14.893,\N,\N
7258.0,974,836,15,94.0,19,1:15.159,\N,\N
7259.0,974,828,15,9.0,20,1:15.276,\N,\N
7260.0,975,1,131,44.0,1,1:12.692,1:12.496,1:11.459
7261.0,975,20,6,5.0,2,1:13.046,1:12.749,1:11.789
7262.0,975,822,131,77.0,3,1:12.685,1:12.563,1:12.177
7263.0,975,8,6,7.0,4,1:13.548,1:12.580,1:12.252
7264.0,975,830,9,33.0,5,1:13.177,1:12.751,1:12.403
7265.0,975,817,9,3.0,6,1:13.543,1:12.810,1:12.557
7266.0,975,13,3,19.0,7,1:13.435,1:13.012,1:12.858
7267.0,975,815,10,11.0,8,1:13.470,1:13.262,1:13.018
7268.0,975,839,10,31.0,9,1:13.520,1:13.320,1:13.135
7269.0,975,807,4,27.0,10,1:13.804,1:13.406,1:13.271
7270.0,975,826,5,26.0,11,1:13.802,1:13.690,\N
7271.0,975,4,1,14.0,12,1:13.669,1:13.693,\N
7272.0,975,832,5,55.0,13,1:14.051,1:13.756,\N
7273.0,975,154,210,8.0,14,1:13.780,1:13.839,\N
7274.0,975,835,4,30.0,15,1:13.990,1:14.293,\N
7275.0,975,838,1,2.0,16,1:14.182,\N,\N
7276.0,975,840,3,18.0,17,1:14.209,\N,\N
7277.0,975,825,210,20.0,18,1:14.318,\N,\N
7278.0,975,828,15,9.0,19,1:14.495,\N,\N
7279.0,975,836,15,94.0,20,1:14.810,\N,\N
7280.0,976,1,131,44.0,1,1:41.983,1:41.275,1:40.593
7281.0,976,822,131,77.0,2,1:43.026,1:41.502,1:41.027
7282.0,976,8,6,7.0,3,1:42.678,1:42.090,1:41.693
7283.0,976,20,6,5.0,4,1:42.952,1:41.911,1:41.841
7284.0,976,830,9,33.0,5,1:42.544,1:41.961,1:41.879
7285.0,976,815,10,11.0,6,1:43.162,1:42.467,1:42.111
7286.0,976,839,10,31.0,7,1:43.051,1:42.751,1:42.186
7287.0,976,840,3,18.0,8,1:43.613,1:42.284,1:42.753
7288.0,976,13,3,19.0,9,1:43.165,1:42.735,1:42.798
7289.0,976,817,9,3.0,10,1:42.857,1:42.215,1:43.414
7290.0,976,826,5,26.0,11,1:42.927,1:43.186,\N
7291.0,976,832,5,55.0,12,1:43.489,1:43.347,\N
7292.0,976,825,210,20.0,13,1:44.029,1:43.796,\N
7293.0,976,807,4,27.0,14,1:43.930,1:44.267,\N
7294.0,976,836,15,94.0,15,1:44.317,1:44.603,\N
7295.0,976,4,1,14.0,16,1:44.334,\N,\N
7296.0,976,154,210,8.0,17,1:44.468,\N,\N
7297.0,976,828,15,9.0,18,1:44.795,\N,\N
7298.0,976,838,1,2.0,19,1:45.030,\N,\N
7299.0,114,18,16,17.0,20,\N,\N,\N
7300.0,977,822,131,77.0,1,1:05.760,1:04.316,1:04.251
7301.0,977,20,6,5.0,2,1:05.585,1:04.772,1:04.293
7302.0,977,1,131,44.0,3,1:05.064,1:04.800,1:04.424
7303.0,977,8,6,7.0,4,1:05.148,1:05.004,1:04.779
7304.0,977,817,9,3.0,5,1:05.854,1:05.161,1:04.896
7305.0,977,830,9,33.0,6,1:05.779,1:04.948,1:04.983
7306.0,977,154,210,8.0,7,1:05.902,1:05.319,1:05.480
7307.0,977,815,10,11.0,8,1:05.975,1:05.435,1:05.605
7308.0,977,839,10,31.0,9,1:06.033,1:05.550,1:05.674
7309.0,977,832,5,55.0,10,1:05.675,1:05.544,1:05.726
7310.0,977,807,4,27.0,11,1:06.174,1:05.597,\N
7311.0,977,4,1,14.0,12,1:06.158,1:05.602,\N
7312.0,977,838,1,2.0,13,1:06.316,1:05.741,\N
7313.0,977,826,5,26.0,14,1:05.990,1:05.884,\N
7314.0,977,825,210,20.0,15,1:06.143,\N,\N
7315.0,977,835,4,30.0,16,1:06.345,\N,\N
7316.0,977,13,3,19.0,17,1:06.534,\N,\N
7317.0,977,840,3,18.0,18,1:06.608,\N,\N
7318.0,977,828,15,9.0,19,1:06.857,\N,\N
7319.0,977,836,15,94.0,20,1:07.011,\N,\N
7320.0,978,1,131,44.0,1,1:39.069,1:27.893,1:26.600
7321.0,978,8,6,7.0,2,1:40.455,1:28.992,1:27.147
7322.0,978,20,6,5.0,3,1:39.962,1:28.978,1:27.356
7323.0,978,822,131,77.0,4,1:39.698,1:28.732,1:27.376
7324.0,978,830,9,33.0,5,1:38.912,1:29.431,1:28.130
7325.0,978,807,4,27.0,6,1:39.201,1:29.340,1:28.856
7326.0,978,815,10,11.0,7,1:42.009,1:29.824,1:28.902
7327.0,978,839,10,31.0,8,1:39.738,1:29.701,1:29.074
7328.0,978,838,1,2.0,9,1:40.011,1:30.105,1:29.418
7329.0,978,154,210,8.0,10,1:42.042,1:29.966,1:29.549
7330.0,978,835,4,30.0,11,1:41.404,1:30.193,\N
7331.0,978,826,5,26.0,12,1:41.726,1:30.355,\N
7332.0,978,4,1,14.0,13,1:37.598,1:30.600,\N
7333.0,978,832,5,55.0,14,1:41.114,1:31.368,\N
7334.0,978,13,3,19.0,15,1:41.874,1:31.482,\N
7335.0,978,840,3,18.0,16,1:42.573,\N,\N
7336.0,978,825,210,20.0,17,1:42.577,\N,\N
7337.0,978,836,15,94.0,18,1:42.593,\N,\N
7338.0,978,828,15,9.0,19,1:42.633,\N,\N
7339.0,978,817,9,3.0,20,1:42.966,\N,\N
7340.0,979,20,6,5.0,1,1:17.244,1:16.802,1:16.276
7341.0,979,8,6,7.0,2,1:17.364,1:17.207,1:16.444
7342.0,979,822,131,77.0,3,1:18.058,1:17.362,1:16.530
7343.0,979,1,131,44.0,4,1:17.492,1:16.693,1:16.707
7344.0,979,830,9,33.0,5,1:17.266,1:17.028,1:16.797
7345.0,979,817,9,3.0,6,1:17.702,1:17.698,1:16.818
7346.0,979,807,4,27.0,7,1:18.137,1:17.655,1:17.468
7347.0,979,4,1,14.0,8,1:18.395,1:17.919,1:17.549
7348.0,979,838,1,2.0,9,1:18.479,1:18.000,1:17.894
7349.0,979,832,5,55.0,10,1:18.948,1:18.311,1:18.912
7350.0,979,835,4,30.0,11,1:18.699,1:18.415,\N
7351.0,979,839,10,31.0,12,1:18.843,1:18.495,\N
7352.0,979,826,5,26.0,13,1:18.702,1:18.538,\N
7353.0,979,815,10,11.0,14,1:19.095,1:18.639,\N
7354.0,979,154,210,8.0,15,1:19.085,1:18.771,\N
7355.0,979,825,210,20.0,16,1:19.095,\N,\N
7356.0,979,840,3,18.0,17,1:19.102,\N,\N
7357.0,979,836,15,94.0,18,1:19.839,\N,\N
7358.0,979,814,3,40.0,19,1:19.868,\N,\N
7359.0,979,828,15,9.0,20,1:19.972,\N,\N
7360.0,980,1,131,44.0,1,1:44.184,1:42.927,1:42.553
7361.0,980,20,6,5.0,2,1:44.275,1:43.987,1:42.795
7362.0,980,822,131,77.0,3,1:44.773,1:43.249,1:43.094
7363.0,980,8,6,7.0,4,1:44.729,1:43.700,1:43.270
7364.0,980,830,9,33.0,5,1:44.535,1:43.940,1:43.380
7365.0,980,817,9,3.0,6,1:45.114,1:44.224,1:43.863
7366.0,980,807,4,27.0,7,1:45.280,1:44.988,1:44.982
7367.0,980,815,10,11.0,8,1:45.591,1:44.894,1:45.244
7368.0,980,839,10,31.0,9,1:45.277,1:45.006,1:45.369
7369.0,980,835,4,30.0,10,1:45.447,1:44.685,\N
7370.0,980,4,1,14.0,11,1:45.668,1:45.090,\N
7371.0,980,154,210,8.0,12,1:45.728,1:45.133,\N
7372.0,980,825,210,20.0,13,1:45.535,1:45.400,\N
7373.0,980,832,5,55.0,14,1:45.374,1:45.439,\N
7374.0,980,838,1,2.0,15,1:45.441,\N,\N
7375.0,980,13,3,19.0,16,1:45.823,\N,\N
7376.0,980,826,5,26.0,17,1:46.028,\N,\N
7377.0,980,840,3,18.0,18,1:46.915,\N,\N
7378.0,980,828,15,9.0,19,1:47.214,\N,\N
7379.0,980,836,15,94.0,20,1:47.679,\N,\N
7380.0,981,1,131,44.0,1,1:36.009,1:34.660,1:35.554
7381.0,981,830,9,33.0,2,1:37.344,1:36.113,1:36.702
7382.0,981,817,9,3.0,3,1:38.304,1:37.313,1:36.841
7383.0,981,840,3,18.0,4,1:37.653,1:37.002,1:37.032
7384.0,981,839,10,31.0,5,1:38.775,1:37.580,1:37.719
7385.0,981,822,131,77.0,6,1:35.716,1:35.396,1:37.833
7386.0,981,8,6,7.0,7,1:38.235,1:37.031,1:37.987
7387.0,981,20,6,5.0,8,1:37.198,1:36.223,1:38.064
7388.0,981,13,3,19.0,9,1:38.338,1:37.456,1:38.251
7389.0,981,838,1,2.0,10,1:38.767,1:37.471,1:39.157
7390.0,981,815,10,11.0,11,1:38.511,1:37.582,\N
7391.0,981,807,4,27.0,12,1:39.242,1:38.059,\N
7392.0,981,4,1,14.0,13,1:39.134,1:38.202,\N
7393.0,981,826,5,26.0,14,1:39.183,1:38.245,\N
7394.0,981,832,5,55.0,15,1:39.788,1:38.526,\N
7395.0,981,825,210,20.0,16,1:40.489,\N,\N
7396.0,981,835,4,30.0,17,1:40.646,\N,\N
7397.0,981,828,15,9.0,18,1:41.732,\N,\N
7398.0,981,836,15,94.0,19,1:41.875,\N,\N
7399.0,981,154,210,8.0,20,1:43.355,\N,\N
7400.0,982,20,6,5.0,1,1:43.336,1:40.529,1:39.491
7401.0,982,830,9,33.0,2,1:42.010,1:40.332,1:39.814
7402.0,982,817,9,3.0,3,1:42.063,1:40.385,1:39.840
7403.0,982,8,6,7.0,4,1:43.328,1:40.525,1:40.069
7404.0,982,1,131,44.0,5,1:42.455,1:40.577,1:40.126
7405.0,982,822,131,77.0,6,1:43.137,1:41.409,1:40.810
7406.0,982,807,4,27.0,7,1:42.586,1:41.277,1:41.013
7407.0,982,4,1,14.0,8,1:42.086,1:41.442,1:41.179
7408.0,982,838,1,2.0,9,1:42.222,1:41.227,1:41.398
7409.0,982,832,5,55.0,10,1:42.176,1:41.826,1:42.056
7410.0,982,835,4,30.0,11,1:42.472,1:42.107,\N
7411.0,982,815,10,11.0,12,1:43.594,1:42.246,\N
7412.0,982,826,5,26.0,13,1:42.544,1:42.338,\N
7413.0,982,839,10,31.0,14,1:43.626,1:42.760,\N
7414.0,982,154,210,8.0,15,1:43.627,1:43.883,\N
7415.0,982,825,210,20.0,16,1:43.756,\N,\N
7416.0,982,13,3,19.0,17,1:44.014,\N,\N
7417.0,982,840,3,18.0,18,1:44.728,\N,\N
7418.0,982,836,15,94.0,19,1:45.059,\N,\N
7419.0,982,828,15,9.0,20,1:45.570,\N,\N
7420.0,983,1,131,44.0,1,1:31.605,1:30.977,1:30.076
7421.0,983,8,6,7.0,2,1:32.259,1:30.926,1:30.121
7422.0,983,830,9,33.0,3,1:31.920,1:30.931,1:30.541
7423.0,983,817,9,3.0,4,1:32.416,1:31.061,1:30.595
7424.0,983,20,6,5.0,20,\N,\N,\N
7425.0,983,839,10,31.0,6,1:32.527,1:31.651,1:31.478
7426.0,983,838,1,2.0,7,1:32.838,1:31.848,1:31.582
7427.0,983,807,4,27.0,8,1:32.586,1:31.778,1:31.607
7428.0,983,815,10,11.0,9,1:32.768,1:31.484,1:31.658
7429.0,983,4,1,14.0,10,1:33.049,1:32.010,1:31.704
7430.0,983,13,3,19.0,11,1:32.267,1:32.034,\N
7431.0,983,835,4,30.0,12,1:32.576,1:32.100,\N
7432.0,983,840,3,18.0,13,1:33.000,1:32.307,\N
7433.0,983,832,5,55.0,14,1:32.650,1:32.402,\N
7434.0,983,842,5,10.0,15,1:32.547,1:32.558,\N
7435.0,983,154,210,8.0,16,1:33.308,\N,\N
7436.0,983,825,210,20.0,17,1:33.434,\N,\N
7437.0,983,836,15,94.0,18,1:33.483,\N,\N
7438.0,983,828,15,9.0,19,1:33.970,\N,\N
7439.0,983,822,131,77.0,5,1:32.254,1:30.803,1:30.758
7440.0,984,1,131,44.0,1,1:29.047,1:27.819,1:27.319
